tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.flags.fin,tcp.flags.syn,tcp.flags.ack,tcp.flags.push,tcp.flags.urg,tcp.window_size_value,tcp.hdr_len,tcp.len
39988,80,1,1,0,0,1,1,0,211,32,230
39932,80,1,1,0,0,1,1,0,211,32,230
40050,80,1,1,0,0,1,1,0,211,32,230
40036,80,1,1,0,0,1,1,0,211,32,230
39918,80,231,1,0,0,1,0,0,211,32,0
39916,80,231,1,0,0,1,0,0,211,32,0
39822,80,1,1,0,0,1,1,0,211,32,230
39824,80,1,1,0,0,1,1,0,211,32,230
39820,80,1,1,0,0,1,1,0,211,32,230
39818,80,1,1,0,0,1,1,0,211,32,230
39816,80,1,1,0,0,1,1,0,211,32,230
39666,80,1,1,0,0,1,1,0,211,32,230
39664,80,1,1,0,0,1,1,0,211,32,230
39672,80,1,1,0,0,1,1,0,211,32,230
39670,80,1,1,0,0,1,1,0,211,32,230
40040,80,1,1,0,0,1,1,0,211,32,230
40048,80,1,1,0,0,1,1,0,211,32,230
40024,80,1,1,0,0,1,1,0,211,32,238
40018,80,1,1,0,0,1,1,0,211,32,238
40036,80,1,1,0,0,1,1,0,211,32,230
40050,80,1,1,0,0,1,1,0,211,32,230
40054,80,0,0,0,1,0,0,0,26883,40,0
40052,80,0,0,0,1,0,0,0,26883,40,0
40054,80,1,1,0,0,1,0,0,211,32,0
40052,80,1,1,0,0,1,0,0,211,32,0
40054,80,1,1,0,0,1,1,0,211,32,230
40056,80,0,0,0,1,0,0,0,26883,40,0
40052,80,1,1,0,0,1,1,0,211,32,230
40058,80,0,0,0,1,0,0,0,26883,40,0
39938,80,1,1,0,0,1,1,0,211,32,230
39936,80,1,1,0,0,1,1,0,211,32,230
40052,80,1,1,0,0,1,1,0,211,32,230
40054,80,1,1,0,0,1,1,0,211,32,230
40034,80,1,1,0,0,1,1,0,211,32,230
40038,80,1,1,0,0,1,1,0,211,32,230
40042,80,0,0,0,1,0,0,0,26883,40,0
39990,80,1,1,0,0,1,1,0,211,32,230
39992,80,1,1,0,0,1,1,0,211,32,238
40054,80,1,1,0,0,1,1,0,211,32,230
40052,80,1,1,0,0,1,1,0,211,32,230
39922,80,231,1,0,0,1,0,0,211,32,0
39920,80,231,1,0,0,1,0,0,211,32,0
40044,80,0,0,0,1,0,0,0,26883,40,0
40046,80,0,0,0,1,0,0,0,26883,40,0
40050,80,1,1,0,0,1,1,0,211,32,230
40036,80,1,1,0,0,1,1,0,211,32,230
40052,80,1,1,0,0,1,1,0,211,32,230
40054,80,1,1,0,0,1,1,0,211,32,230
37622,80,255,1,0,0,1,1,0,211,32,8
37624,80,255,1,0,0,1,1,0,211,32,8
37626,80,255,1,0,0,1,1,0,211,32,8
37628,80,255,1,0,0,1,1,0,211,32,8
37630,80,255,1,0,0,1,1,0,211,32,8
37632,80,255,1,0,0,1,1,0,211,32,8
37634,80,255,1,0,0,1,1,0,211,32,8
37636,80,255,1,0,0,1,1,0,211,32,8
37640,80,255,1,0,0,1,1,0,211,32,8
37638,80,255,1,0,0,1,1,0,211,32,8
37642,80,255,1,0,0,1,1,0,211,32,8
37644,80,255,1,0,0,1,1,0,211,32,8
37646,80,255,1,0,0,1,1,0,211,32,8
37648,80,255,1,0,0,1,1,0,211,32,8
37650,80,255,1,0,0,1,1,0,211,32,8
37652,80,255,1,0,0,1,1,0,211,32,8
37654,80,255,1,0,0,1,1,0,211,32,8
37656,80,255,1,0,0,1,1,0,211,32,8
37658,80,255,1,0,0,1,1,0,211,32,8
37660,80,255,1,0,0,1,1,0,211,32,8
37664,80,255,1,0,0,1,1,0,211,32,8
37666,80,255,1,0,0,1,1,0,211,32,8
37668,80,255,1,0,0,1,1,0,211,32,8
37670,80,255,1,0,0,1,1,0,211,32,8
37672,80,255,1,0,0,1,1,0,211,32,8
37674,80,255,1,0,0,1,1,0,211,32,8
37676,80,255,1,0,0,1,1,0,211,32,8
37678,80,255,1,0,0,1,1,0,211,32,8
37680,80,255,1,0,0,1,1,0,211,32,8
37682,80,255,1,0,0,1,1,0,211,32,8
37684,80,255,1,0,0,1,1,0,211,32,8
37688,80,255,1,0,0,1,1,0,211,32,8
37690,80,255,1,0,0,1,1,0,211,32,8
37694,80,255,1,0,0,1,1,0,211,32,8
37698,80,255,1,0,0,1,1,0,211,32,8
37702,80,255,1,0,0,1,1,0,211,32,8
37706,80,255,1,0,0,1,1,0,211,32,8
37708,80,255,1,0,0,1,1,0,211,32,8
37712,80,255,1,0,0,1,1,0,211,32,8
37716,80,255,1,0,0,1,1,0,211,32,8
37718,80,255,1,0,0,1,1,0,211,32,8
37722,80,255,1,0,0,1,1,0,211,32,8
37726,80,255,1,0,0,1,1,0,211,32,8
37730,80,255,1,0,0,1,1,0,211,32,8
37734,80,255,1,0,0,1,1,0,211,32,8
37738,80,255,1,0,0,1,1,0,211,32,8
37742,80,255,1,0,0,1,1,0,211,32,8
37746,80,255,1,0,0,1,1,0,211,32,8
37750,80,255,1,0,0,1,1,0,211,32,8
37754,80,255,1,0,0,1,1,0,211,32,8
37662,80,255,1,0,0,1,1,0,211,32,8
37686,80,255,1,0,0,1,1,0,211,32,8
37692,80,255,1,0,0,1,1,0,211,32,8
37696,80,255,1,0,0,1,1,0,211,32,8
37700,80,255,1,0,0,1,1,0,211,32,8
37704,80,255,1,0,0,1,1,0,211,32,8
37710,80,255,1,0,0,1,1,0,211,32,8
37714,80,255,1,0,0,1,1,0,211,32,8
37720,80,255,1,0,0,1,1,0,211,32,8
37724,80,255,1,0,0,1,1,0,211,32,8
37728,80,255,1,0,0,1,1,0,211,32,8
37736,80,255,1,0,0,1,1,0,211,32,8
37732,80,255,1,0,0,1,1,0,211,32,8
37740,80,255,1,0,0,1,1,0,211,32,8
37744,80,255,1,0,0,1,1,0,211,32,8
37752,80,255,1,0,0,1,1,0,211,32,8
37748,80,255,1,0,0,1,1,0,211,32,8
37756,80,255,1,0,0,1,1,0,211,32,8
37758,80,255,1,0,0,1,1,0,211,32,8
37760,80,255,1,0,0,1,1,0,211,32,8
37762,80,255,1,0,0,1,1,0,211,32,8
37764,80,255,1,0,0,1,1,0,211,32,8
37766,80,255,1,0,0,1,1,0,211,32,8
37768,80,255,1,0,0,1,1,0,211,32,8
37770,80,255,1,0,0,1,1,0,211,32,8
37772,80,255,1,0,0,1,1,0,211,32,8
37776,80,255,1,0,0,1,1,0,211,32,8
37778,80,255,1,0,0,1,1,0,211,32,8
37780,80,255,1,0,0,1,1,0,211,32,8
37784,80,255,1,0,0,1,1,0,211,32,8
37788,80,255,1,0,0,1,1,0,211,32,8
37792,80,255,1,0,0,1,1,0,211,32,8
37796,80,255,1,0,0,1,1,0,211,32,8
37800,80,255,1,0,0,1,1,0,211,32,8
37804,80,255,1,0,0,1,1,0,211,32,8
37808,80,255,1,0,0,1,1,0,211,32,8
37816,80,255,1,0,0,1,1,0,211,32,8
37812,80,255,1,0,0,1,1,0,211,32,8
37820,80,255,1,0,0,1,1,0,211,32,8
37824,80,255,1,0,0,1,1,0,211,32,8
37828,80,255,1,0,0,1,1,0,211,32,8
37832,80,255,1,0,0,1,1,0,211,32,8
37836,80,255,1,0,0,1,1,0,211,32,8
37840,80,255,1,0,0,1,1,0,211,32,8
37844,80,255,1,0,0,1,1,0,211,32,8
37848,80,255,1,0,0,1,1,0,211,32,8
37856,80,255,1,0,0,1,1,0,211,32,8
37852,80,255,1,0,0,1,1,0,211,32,8
37864,80,255,1,0,0,1,1,0,211,32,8
37860,80,255,1,0,0,1,1,0,211,32,8
40058,80,0,0,0,1,0,0,0,26883,40,0
40056,80,0,0,0,1,0,0,0,26883,40,0
40058,80,1,1,0,0,1,0,0,211,32,0
40056,80,1,1,0,0,1,0,0,211,32,0
40058,80,1,1,0,0,1,1,0,211,32,230
40060,80,0,0,0,1,0,0,0,26883,40,0
40056,80,1,1,0,0,1,1,0,211,32,230
40062,80,0,0,0,1,0,0,0,26883,40,0
39942,80,1,1,0,0,1,1,0,211,32,230
39940,80,1,1,0,0,1,1,0,211,32,230
40056,80,1,1,0,0,1,1,0,211,32,230
40058,80,1,1,0,0,1,1,0,211,32,230
40040,80,1,1,0,0,1,1,0,211,32,230
40048,80,1,1,0,0,1,1,0,211,32,230
39994,80,1,1,0,0,1,1,0,211,32,230
40000,80,1,1,0,0,1,1,0,211,32,230
40058,80,1,1,0,0,1,1,0,211,32,230
40056,80,1,1,0,0,1,1,0,211,32,230
39926,80,231,1,0,0,1,0,0,211,32,0
39924,80,231,1,0,0,1,0,0,211,32,0
39832,80,1,1,0,0,1,1,0,211,32,230
39826,80,1,1,0,0,1,1,0,211,32,230
39834,80,1,1,0,0,1,1,0,211,32,230
39828,80,1,1,0,0,1,1,0,211,32,230
39676,80,1,1,0,0,1,1,0,211,32,230
39674,80,1,1,0,0,1,1,0,211,32,238
40026,80,1,1,0,0,1,1,0,211,32,230
39686,80,1,1,0,0,1,1,0,211,32,238
40028,80,1,1,0,0,1,1,0,211,32,230
40054,80,1,1,0,0,1,1,0,211,32,230
40052,80,1,1,0,0,1,1,0,211,32,230
40056,80,1,1,0,0,1,1,0,211,32,230
40058,80,1,1,0,0,1,1,0,211,32,230
40062,80,0,0,0,1,0,0,0,26883,40,0
40060,80,0,0,0,1,0,0,0,26883,40,0
40062,80,1,1,0,0,1,0,0,211,32,0
40060,80,1,1,0,0,1,0,0,211,32,0
40062,80,1,1,0,0,1,1,0,211,32,230
40064,80,0,0,0,1,0,0,0,26883,40,0
40060,80,1,1,0,0,1,1,0,211,32,230
40066,80,0,0,0,1,0,0,0,26883,40,0
39946,80,1,1,0,0,1,1,0,211,32,230
40068,80,0,0,0,1,0,0,0,26883,40,0
40070,80,0,0,0,1,0,0,0,26883,40,0
40060,80,1,1,0,0,1,1,0,211,32,230
40062,80,1,1,0,0,1,1,0,211,32,230
40050,80,1,1,0,0,1,1,0,211,32,230
40036,80,1,1,0,0,1,1,0,211,32,230
40002,80,1,1,0,0,1,1,0,211,32,230
39944,80,1,1,0,0,1,1,0,211,32,230
40004,80,1,1,0,0,1,1,0,211,32,230
40062,80,1,1,0,0,1,1,0,211,32,230
40060,80,1,1,0,0,1,1,0,211,32,230
40072,80,0,0,0,1,0,0,0,26883,40,0
40074,80,0,0,0,1,0,0,0,26883,40,0
39928,80,231,1,0,0,1,0,0,211,32,0
39930,80,231,1,0,0,1,0,0,211,32,0
40032,80,1,1,0,0,1,1,0,211,32,230
40030,80,1,1,0,0,1,1,0,211,32,230
40058,80,1,1,0,0,1,1,0,211,32,230
40056,80,1,1,0,0,1,1,0,211,32,230
40060,80,1,1,0,0,1,1,0,211,32,230
40062,80,1,1,0,0,1,1,0,211,32,230
40066,80,0,0,0,1,0,0,0,26883,40,0
40064,80,0,0,0,1,0,0,0,26883,40,0
40066,80,1,1,0,0,1,0,0,211,32,0
40064,80,1,1,0,0,1,0,0,211,32,0
40066,80,1,1,0,0,1,1,0,211,32,230
40076,80,0,0,0,1,0,0,0,26883,40,0
40064,80,1,1,0,0,1,1,0,211,32,230
40078,80,0,0,0,1,0,0,0,26883,40,0
40080,80,0,0,0,1,0,0,0,26883,40,0
39950,80,1,1,0,0,1,1,0,211,32,230
39948,80,1,1,0,0,1,1,0,211,32,230
40068,80,0,0,0,1,0,0,0,26883,40,0
40070,80,0,0,0,1,0,0,0,26883,40,0
40066,80,1,1,0,0,1,1,0,211,32,230
40064,80,1,1,0,0,1,1,0,211,32,230
40052,80,1,1,0,0,1,1,0,211,32,230
40054,80,1,1,0,0,1,1,0,211,32,230
40006,80,1,1,0,0,1,1,0,211,32,230
40008,80,1,1,0,0,1,1,0,211,32,230
40066,80,1,1,0,0,1,1,0,211,32,230
40064,80,1,1,0,0,1,1,0,211,32,230
40072,80,0,0,0,1,0,0,0,26883,40,0
40074,80,0,0,0,1,0,0,0,26883,40,0
39932,80,231,1,0,0,1,0,0,211,32,0
39934,80,231,1,0,0,1,0,0,211,32,0
39840,80,1,1,0,0,1,1,0,211,32,230
39836,80,1,1,0,0,1,1,0,211,32,230
39842,80,1,1,0,0,1,1,0,211,32,230
39838,80,1,1,0,0,1,1,0,211,32,230
39688,80,1,1,0,0,1,1,0,211,32,230
39690,80,1,1,0,0,1,1,0,211,32,238
39678,80,1,1,0,0,1,1,0,211,32,230
39692,80,1,1,0,0,1,1,0,211,32,230
40038,80,1,1,0,0,1,1,0,211,32,230
40034,80,1,1,0,0,1,1,0,211,32,230
40062,80,1,1,0,0,1,1,0,211,32,230
40060,80,1,1,0,0,1,1,0,211,32,230
40064,80,1,1,0,0,1,1,0,211,32,230
40066,80,1,1,0,0,1,1,0,211,32,230
40078,80,0,0,0,1,0,0,0,26883,40,0
40076,80,0,0,0,1,0,0,0,26883,40,0
40078,80,1,1,0,0,1,0,0,211,32,0
40076,80,1,1,0,0,1,0,0,211,32,0
40078,80,1,1,0,0,1,1,0,211,32,230
40082,80,0,0,0,1,0,0,0,26883,40,0
40076,80,1,1,0,0,1,1,0,211,32,230
40084,80,0,0,0,1,0,0,0,26883,40,0
40080,80,0,0,0,1,0,0,0,26883,40,0
40086,80,0,0,0,1,0,0,0,26883,40,0
39954,80,1,1,0,0,1,1,0,211,32,230
40076,80,1,1,0,0,1,1,0,211,32,230
40078,80,1,1,0,0,1,1,0,211,32,230
40056,80,1,1,0,0,1,1,0,211,32,230
40058,80,1,1,0,0,1,1,0,211,32,230
40010,80,1,1,0,0,1,1,0,211,32,230
40012,80,1,1,0,0,1,1,0,211,32,230
39952,80,1,1,0,0,1,1,0,211,32,230
40078,80,1,1,0,0,1,1,0,211,32,230
40076,80,1,1,0,0,1,1,0,211,32,230
39936,80,231,1,0,0,1,0,0,211,32,0
39938,80,231,1,0,0,1,0,0,211,32,0
40048,80,1,1,0,0,1,1,0,211,32,230
40040,80,1,1,0,0,1,1,0,211,32,230
40066,80,1,1,0,0,1,1,0,211,32,230
40064,80,1,1,0,0,1,1,0,211,32,230
40076,80,1,1,0,0,1,1,0,211,32,230
40078,80,1,1,0,0,1,1,0,211,32,230
40084,80,0,0,0,1,0,0,0,26883,40,0
40082,80,0,0,0,1,0,0,0,26883,40,0
40084,80,1,1,0,0,1,0,0,211,32,0
40082,80,1,1,0,0,1,0,0,211,32,0
40084,80,1,1,0,0,1,1,0,211,32,230
40088,80,0,0,0,1,0,0,0,26883,40,0
40082,80,1,1,0,0,1,1,0,211,32,230
40090,80,0,0,0,1,0,0,0,26883,40,0
40086,80,0,0,0,1,0,0,0,26883,40,0
39958,80,1,1,0,0,1,1,0,211,32,230
39956,80,1,1,0,0,1,1,0,211,32,230
40092,80,0,0,0,1,0,0,0,26883,40,0
40068,80,0,0,0,1,0,0,0,26883,40,0
40070,80,0,0,0,1,0,0,0,26883,40,0
40094,80,0,0,0,1,0,0,0,26883,40,0
40082,80,1,1,0,0,1,1,0,211,32,230
40084,80,1,1,0,0,1,1,0,211,32,230
40060,80,1,1,0,0,1,1,0,211,32,230
40062,80,1,1,0,0,1,1,0,211,32,230
40014,80,1,1,0,0,1,1,0,211,32,230
40016,80,1,1,0,0,1,1,0,211,32,230
40084,80,1,1,0,0,1,1,0,211,32,230
40082,80,1,1,0,0,1,1,0,211,32,230
40072,80,0,0,0,1,0,0,0,26883,40,0
40074,80,0,0,0,1,0,0,0,26883,40,0
39940,80,231,1,0,0,1,0,0,211,32,0
39942,80,231,1,0,0,1,0,0,211,32,0
39844,80,1,1,0,0,1,1,0,211,32,230
39850,80,1,1,0,0,1,1,0,211,32,230
39846,80,1,1,0,0,1,1,0,211,32,230
39696,80,1,1,0,0,1,1,0,211,32,230
39698,80,1,1,0,0,1,1,0,211,32,230
40036,80,1,1,0,0,1,1,0,211,32,230
39700,80,1,1,0,0,1,1,0,211,32,230
40050,80,1,1,0,0,1,1,0,211,32,230
39702,80,1,1,0,0,1,1,0,211,32,230
40078,80,1,1,0,0,1,1,0,211,32,230
40076,80,1,1,0,0,1,1,0,211,32,230
40082,80,1,1,0,0,1,1,0,211,32,230
40084,80,1,1,0,0,1,1,0,211,32,230
40090,80,0,0,0,1,0,0,0,26883,40,0
40088,80,0,0,0,1,0,0,0,26883,40,0
40080,80,0,0,0,1,0,0,0,26883,40,0
40090,80,1,1,0,0,1,0,0,211,32,0
40088,80,1,1,0,0,1,0,0,211,32,0
40090,80,1,1,0,0,1,1,0,211,32,230
40096,80,0,0,0,1,0,0,0,26883,40,0
40088,80,1,1,0,0,1,1,0,211,32,230
40098,80,0,0,0,1,0,0,0,26883,40,0
39962,80,1,1,0,0,1,1,0,211,32,230
39960,80,1,1,0,0,1,1,0,211,32,230
40092,80,0,0,0,1,0,0,0,26883,40,0
40094,80,0,0,0,1,0,0,0,26883,40,0
40088,80,1,1,0,0,1,1,0,211,32,230
40090,80,1,1,0,0,1,1,0,211,32,230
40064,80,1,1,0,0,1,1,0,211,32,230
40066,80,1,1,0,0,1,1,0,211,32,230
40018,80,1,1,0,0,1,1,0,211,32,238
40024,80,1,1,0,0,1,1,0,211,32,238
40090,80,1,1,0,0,1,1,0,211,32,230
40088,80,1,1,0,0,1,1,0,211,32,230
39944,80,231,1,0,0,1,0,0,211,32,0
39946,80,231,1,0,0,1,0,0,211,32,0
40054,80,1,1,0,0,1,1,0,211,32,230
40052,80,1,1,0,0,1,1,0,211,32,230
40084,80,1,1,0,0,1,1,0,211,32,230
40082,80,1,1,0,0,1,1,0,211,32,230
40088,80,1,1,0,0,1,1,0,211,32,230
40090,80,1,1,0,0,1,1,0,211,32,230
40098,80,0,0,0,1,0,0,0,26883,40,0
40086,80,0,0,0,1,0,0,0,26883,40,0
40096,80,0,0,0,1,0,0,0,26883,40,0
40098,80,1,1,0,0,1,0,0,211,32,0
40086,80,1,1,0,0,1,0,0,211,32,0
40098,80,1,1,0,0,1,1,0,211,32,230
40100,80,0,0,0,1,0,0,0,26883,40,0
40086,80,1,1,0,0,1,1,0,211,32,230
40102,80,0,0,0,1,0,0,0,26883,40,0
40104,80,0,0,0,1,0,0,0,26883,40,0
40106,80,0,0,0,1,0,0,0,26883,40,0
39966,80,1,1,0,0,1,1,0,211,32,230
39964,80,1,1,0,0,1,1,0,211,32,230
40086,80,1,1,0,0,1,1,0,211,32,230
40098,80,1,1,0,0,1,1,0,211,32,230
40076,80,1,1,0,0,1,1,0,211,32,230
40078,80,1,1,0,0,1,1,0,211,32,230
40108,80,0,0,0,1,0,0,0,26883,40,0
40110,80,0,0,0,1,0,0,0,26883,40,0
40098,80,1,1,0,0,1,1,0,211,32,230
40086,80,1,1,0,0,1,1,0,211,32,230
39948,80,231,1,0,0,1,0,0,211,32,0
39950,80,231,1,0,0,1,0,0,211,32,0
39854,80,1,1,0,0,1,1,0,211,32,230
39848,80,1,1,0,0,1,1,0,211,32,230
39712,80,1,1,0,0,1,1,0,211,32,230
39714,80,1,1,0,0,1,1,0,211,32,238
39858,80,1,1,0,0,1,1,0,211,32,230
39860,80,1,1,0,0,1,1,0,211,32,230
39856,80,1,1,0,0,1,1,0,211,32,230
39708,80,1,1,0,0,1,1,0,211,32,230
39710,80,1,1,0,0,1,1,0,211,32,230
40058,80,1,1,0,0,1,1,0,211,32,230
40056,80,1,1,0,0,1,1,0,211,32,230
40090,80,1,1,0,0,1,1,0,211,32,230
40088,80,1,1,0,0,1,1,0,211,32,230
40086,80,1,1,0,0,1,1,0,211,32,230
40098,80,1,1,0,0,1,1,0,211,32,230
40112,80,0,0,0,1,0,0,0,26883,40,0
40104,80,0,0,0,1,0,0,0,26883,40,0
40102,80,0,0,0,1,0,0,0,26883,40,0
40100,80,0,0,0,1,0,0,0,26883,40,0
40104,80,1,1,0,0,1,0,0,211,32,0
40104,80,1,1,0,0,1,1,0,211,32,230
40114,80,0,0,0,1,0,0,0,26883,40,0
40102,80,1,1,0,0,1,0,0,211,32,0
40102,80,1,1,0,0,1,1,0,211,32,230
40116,80,0,0,0,1,0,0,0,26883,40,0
40092,80,0,0,0,1,0,0,0,26883,40,0
40028,80,1,1,0,0,1,1,0,211,32,230
40026,80,1,1,0,0,1,1,0,211,32,230
39970,80,1,1,0,0,1,1,0,211,32,230
39968,80,1,1,0,0,1,1,0,211,32,230
40106,80,0,0,0,1,0,0,0,26883,40,0
40094,80,0,0,0,1,0,0,0,26883,40,0
40104,80,1,1,0,0,1,1,0,211,32,230
40102,80,1,1,0,0,1,1,0,211,32,230
40082,80,1,1,0,0,1,1,0,211,32,230
40084,80,1,1,0,0,1,1,0,211,32,230
40110,80,0,0,0,1,0,0,0,26883,40,0
40108,80,0,0,0,1,0,0,0,26883,40,0
40104,80,1,1,0,0,1,1,0,211,32,230
40102,80,1,1,0,0,1,1,0,211,32,230
39952,80,231,1,0,0,1,0,0,211,32,0
39954,80,231,1,0,0,1,0,0,211,32,0
40062,80,1,1,0,0,1,1,0,211,32,230
40060,80,1,1,0,0,1,1,0,211,32,230
40098,80,1,1,0,0,1,1,0,211,32,230
40086,80,1,1,0,0,1,1,0,211,32,230
40102,80,1,1,0,0,1,1,0,211,32,230
40104,80,1,1,0,0,1,1,0,211,32,230
40112,80,0,0,0,1,0,0,0,26883,40,0
40096,80,0,0,0,1,0,0,0,26883,40,0
40116,80,0,0,0,1,0,0,0,26883,40,0
40114,80,0,0,0,1,0,0,0,26883,40,0
40116,80,1,1,0,0,1,0,0,211,32,0
40114,80,1,1,0,0,1,0,0,211,32,0
40116,80,1,1,0,0,1,1,0,211,32,230
40118,80,0,0,0,1,0,0,0,26883,40,0
40114,80,1,1,0,0,1,1,0,211,32,230
40120,80,0,0,0,1,0,0,0,26883,40,0
40030,80,1,1,0,0,1,1,0,211,32,230
40032,80,1,1,0,0,1,1,0,211,32,230
39974,80,1,1,0,0,1,1,0,211,32,230
39972,80,1,1,0,0,1,1,0,211,32,230
40114,80,1,1,0,0,1,1,0,211,32,230
40116,80,1,1,0,0,1,1,0,211,32,230
40088,80,1,1,0,0,1,1,0,211,32,230
40090,80,1,1,0,0,1,1,0,211,32,230
40116,80,1,1,0,0,1,1,0,211,32,230
40114,80,1,1,0,0,1,1,0,211,32,230
39956,80,231,1,0,0,1,0,0,211,32,0
39958,80,231,1,0,0,1,0,0,211,32,0
39862,80,1,1,0,0,1,1,0,211,32,230
39866,80,1,1,0,0,1,1,0,211,32,230
39868,80,1,1,0,0,1,1,0,211,32,230
39716,80,1,1,0,0,1,1,0,211,32,238
39864,80,1,1,0,0,1,1,0,211,32,230
39718,80,1,1,0,0,1,1,0,211,32,230
39720,80,1,1,0,0,1,1,0,211,32,230
40066,80,1,1,0,0,1,1,0,211,32,230
40064,80,1,1,0,0,1,1,0,211,32,230
40104,80,1,1,0,0,1,1,0,211,32,230
40102,80,1,1,0,0,1,1,0,211,32,230
40114,80,1,1,0,0,1,1,0,211,32,230
40116,80,1,1,0,0,1,1,0,211,32,230
40122,80,0,0,0,1,0,0,0,26883,40,0
40100,80,0,0,0,1,0,0,0,26883,40,0
40118,80,0,0,0,1,0,0,0,26883,40,0
40120,80,0,0,0,1,0,0,0,26883,40,0
40118,80,1,1,0,0,1,0,0,211,32,0
40120,80,1,1,0,0,1,0,0,211,32,0
40118,80,1,1,0,0,1,1,0,211,32,230
40124,80,0,0,0,1,0,0,0,26883,40,0
40120,80,1,1,0,0,1,1,0,211,32,230
40126,80,0,0,0,1,0,0,0,26883,40,0
40128,80,0,0,0,1,0,0,0,26883,40,0
40106,80,0,0,0,1,0,0,0,26883,40,0
40034,80,1,1,0,0,1,1,0,211,32,230
40038,80,1,1,0,0,1,1,0,211,32,230
39980,80,1,1,0,0,1,1,0,211,32,230
39978,80,1,1,0,0,1,1,0,211,32,230
40120,80,1,1,0,0,1,1,0,211,32,230
40118,80,1,1,0,0,1,1,0,211,32,230
40086,80,1,1,0,0,1,1,0,211,32,230
40098,80,1,1,0,0,1,1,0,211,32,230
40108,80,0,0,0,1,0,0,0,26883,40,0
40110,80,0,0,0,1,0,0,0,26883,40,0
40118,80,1,1,0,0,1,1,0,211,32,230
40120,80,1,1,0,0,1,1,0,211,32,230
39960,80,231,1,0,0,1,0,0,211,32,0
39962,80,231,1,0,0,1,0,0,211,32,0
40078,80,1,1,0,0,1,1,0,211,32,230
40076,80,1,1,0,0,1,1,0,211,32,230
40116,80,1,1,0,0,1,1,0,211,32,230
40114,80,1,1,0,0,1,1,0,211,32,230
40120,80,1,1,0,0,1,1,0,211,32,230
40118,80,1,1,0,0,1,1,0,211,32,230
40112,80,0,0,0,1,0,0,0,26883,40,0
40130,80,0,0,0,1,0,0,0,26883,40,0
40122,80,0,0,0,1,0,0,0,26883,40,0
40128,80,0,0,0,1,0,0,0,26883,40,0
40126,80,0,0,0,1,0,0,0,26883,40,0
40124,80,0,0,0,1,0,0,0,26883,40,0
40128,80,1,1,0,0,1,0,0,211,32,0
40128,80,1,1,0,0,1,1,0,211,32,230
40132,80,0,0,0,1,0,0,0,26883,40,0
40126,80,1,1,0,0,1,0,0,211,32,0
40126,80,1,1,0,0,1,1,0,211,32,230
40134,80,0,0,0,1,0,0,0,26883,40,0
40040,80,1,1,0,0,1,1,0,211,32,230
40048,80,1,1,0,0,1,1,0,211,32,230
39984,80,1,1,0,0,1,1,0,211,32,230
39982,80,1,1,0,0,1,1,0,211,32,230
40128,80,1,1,0,0,1,1,0,211,32,230
40126,80,1,1,0,0,1,1,0,211,32,230
40104,80,1,1,0,0,1,1,0,211,32,230
40102,80,1,1,0,0,1,1,0,211,32,230
40128,80,1,1,0,0,1,1,0,211,32,230
40126,80,1,1,0,0,1,1,0,211,32,230
39964,80,231,1,0,0,1,0,0,211,32,0
39966,80,231,1,0,0,1,0,0,211,32,0
39876,80,1,1,0,0,1,1,0,211,32,230
39870,80,1,1,0,0,1,1,0,211,32,238
39872,80,1,1,0,0,1,1,0,211,32,230
39722,80,1,1,0,0,1,1,0,211,32,230
39724,80,1,1,0,0,1,1,0,211,32,238
39726,80,1,1,0,0,1,1,0,211,32,238
40084,80,1,1,0,0,1,1,0,211,32,230
40082,80,1,1,0,0,1,1,0,211,32,230
40118,80,1,1,0,0,1,1,0,211,32,230
40120,80,1,1,0,0,1,1,0,211,32,230
40126,80,1,1,0,0,1,1,0,211,32,230
40128,80,1,1,0,0,1,1,0,211,32,230
40130,80,0,0,0,1,0,0,0,26883,40,0
40136,80,0,0,0,1,0,0,0,26883,40,0
40138,80,0,0,0,1,0,0,0,26883,40,0
40134,80,0,0,0,1,0,0,0,26883,40,0
40132,80,0,0,0,1,0,0,0,26883,40,0
40134,80,1,1,0,0,1,0,0,211,32,0
40134,80,1,1,0,0,1,1,0,211,32,230
40140,80,0,0,0,1,0,0,0,26883,40,0
40132,80,1,1,0,0,1,0,0,211,32,0
40132,80,1,1,0,0,1,1,0,211,32,230
40142,80,0,0,0,1,0,0,0,26883,40,0
40050,80,1,1,0,0,1,1,0,211,32,230
39988,80,1,1,0,0,1,1,0,211,32,230
40036,80,1,1,0,0,1,1,0,211,32,230
39986,80,1,1,0,0,1,1,0,211,32,230
40132,80,1,1,0,0,1,1,0,211,32,230
40134,80,1,1,0,0,1,1,0,211,32,230
40114,80,1,1,0,0,1,1,0,211,32,230
40116,80,1,1,0,0,1,1,0,211,32,230
40144,80,0,0,0,1,0,0,0,26883,40,0
40146,80,0,0,0,1,0,0,0,26883,40,0
40134,80,1,1,0,0,1,1,0,211,32,230
40132,80,1,1,0,0,1,1,0,211,32,230
39968,80,231,1,0,0,1,0,0,211,32,0
39970,80,231,1,0,0,1,0,0,211,32,0
40090,80,1,1,0,0,1,1,0,211,32,230
40088,80,1,1,0,0,1,1,0,211,32,230
40128,80,1,1,0,0,1,1,0,211,32,230
40126,80,1,1,0,0,1,1,0,211,32,230
40148,80,0,0,0,1,0,0,0,26883,40,0
